1|1-2|251542|0
1|1-2|251529|1
1|1-2|251532|2
1|1-2|251533|3
1|1-2|251534|4
1|1-2|251535|5
1|1-2|251536|6
1|1-2|251537|7
1|1-2|251538|8
1|1-2|251551|9
1|1-2|251539|10
1|1-2|251543|11
1|1-2|251544|12
1|1-2|251611|13
1|1-2|251612|14
1|1-2|251613|15
1|1-2|251614|16
1|1-2|251616|17
1|1-2|251711|18
1|1-2|251712|19
1|1-2|251713|20
1|1-2|251714|21
1|1-2|251715|22
1|1-2|251716|23
1|1-2|251717|24
1|1-2|251718|25
1|1-2|251719|26
1|1-2|251720|27
1|1-2|251811|28
1|1-2|251812|29
1|1-2|251813|30
1|1-2|251814|31
1|1-2|251815|32
1|1-2|251816|33
1|1-2|251817|34
1|1-2|251826|35
1|1-2|251827|36
1|1-2|251828|37
1|1-2|251921|38
1|1-2|251922|39
1|1-2|251923|40
1|1-2|251924|41
1|1-2|251925|42
1|1-2|251926|43
1|1-2|251927|44
1|1-2|251928|45
1|1-2|251929|46
1|1-2|251930|47
1|1-2|250039|48
1|1-2|250040|49
1|1-2|250041|50
1|1-2|250042|51
1|1-2|250043|52
1|1-2|250011|53
1|1-2|250033|54
1|1-2|250034|55
1|1-2|2500410|56
1|1-2|250081|57
10|10-1|2500234|0
10|10-1|2500235|1
10|10-1|2500236|2
10|10-1|2500237|3
10|10-1|250061|4
10|10-1|250062|5
10|10-1|2500271|6
10|10-1|2500272|7
10|10-1|2500273|8
10|10-1|2500344|9
10|10-1|2500407|10
10|10-1|2500158|11
10|10-1|2500159|12
10|10-1|2500160|13
10|10-1|2500161|14
10|10-1|2500162|15
10|10-1|2500163|16
10|10-1|2500164|17
10|10-1|2500165|18
10|10-1|2500166|19
10|10-1|2500167|20
10|10-1|250043|21
10|10-1|250011|22
10|10-1|250033|23
10|10-1|250034|24
10|10-1|250081|25
162|162-9|2325142|0
162|162-9|2325143|1
162|162-9|2325241|2
162|162-9|2325145|3
162|162-9|2325311|4
162|162-9|232511|5
162|162-9|2325226|6
10|10-5|250066|0
10|10-5|250067|1
10|10-5|250068|2
10|10-5|250069|3
10|10-5|250070|4
10|10-5|250071|5
10|10-5|2500234|6
10|10-5|2500235|7
10|10-5|2500236|8
10|10-5|2500237|9
10|10-5|250061|10
10|10-5|250062|11
10|10-5|2500271|12
10|10-5|2500272|13
10|10-5|2500273|14
10|10-5|2500344|15
10|10-5|2500407|16
10|10-5|2500158|17
10|10-5|2500159|18
10|10-5|2500160|19
10|10-5|2500161|20
10|10-5|2500162|21
10|10-5|2500163|22
10|10-5|2500164|23
10|10-5|2500165|24
10|10-5|2500166|25
10|10-5|2500167|26
10|10-5|250043|27
10|10-5|2500329|28
10|10-5|250045|29
10|10-8|2259603|0
10|10-8|225913|1
10|10-8|225914|2
10|10-8|2259627|3
10|10-8|2259869|4
10|10-8|225921|5
10|10-8|225945|6
10|10-8|225946|7
10|10-8|2259382|8
10|10-8|2259383|9
10|10-8|2259693|10
10|10-8|2259836|11
10|10-8|2259279|12
10|10-8|2259404|13
10|10-8|2259253|14
10|10-8|2259651|15
10|10-8|2259983|16
10|10-8|2259252|17
10|10-8|2259418|18
10|10-8|2259441|19
10|10-8|2259419|20
10|10-8|2259421|21
10|10-8|2259422|22
10|10-8|2259972|23
10|10-8|2259423|24
10|10-8|2259424|25
10|10-8|2259425|26
10|10-8|2259316|27
10|10-8|225941|28
10|10-8|2259860|29
10|10-8|2259435|30
10|10-8|2259320|31
10|10-8|2259433|32
10|10-8|2259436|33
10|10-8|2259456|34
10|10-8|2259437|35
10|10-8|2259438|36
10|10-8|2259429|37
10|10-8|2259439|38
10|10-8|2259440|39
10|10-8|2259969|40
10|10-8|2259350|41
10|10-8|2259971|42
10|10-8|2259420|43
10|10-8|2259353|44
10|10-8|2259605|45
10|10-8|2259606|46
10|10-8|225932|47
10|10-8|250028|48
10|10-8|250029|49
10|10-8|2500326|50
10|10-8|250031|51
10|10-8|2500314|52
10|10-8|250014|53
10|10-8|250015|54
10|10-8|2500116|55
10|10-8|2500117|56
10|10-8|2500118|57
10|10-8|2500119|58
10|10-8|2500120|59
10|10-8|2500121|60
10|10-8|2500123|61
10|10-8|2500124|62
10|10-8|2500126|63
10|10-8|2500127|64
10|10-8|2500228|65
10|10-8|2500229|66
10|10-8|2500230|67
10|10-8|2500231|68
10|10-8|2500232|69
10|10-8|2500233|70
10|10-8|250071|71
10|10-8|2500234|72
10|10-8|2500235|73
10|10-8|2500236|74
10|10-8|2500237|75
10|10-8|250061|76
10|10-8|250062|77
10|10-8|2500271|78
10|10-8|2500272|79
10|10-8|2500273|80
10|10-8|2500344|81
10|10-8|2500407|82
10|10-8|2500158|83
10|10-8|2500159|84
10|10-8|2500160|85
10|10-8|2500161|86
10|10-8|2500162|87
10|10-8|2500163|88
10|10-8|2500164|89
10|10-8|2500165|90
10|10-8|2500166|91
10|10-8|2500167|92
10|10-8|250043|93
10|10-8|250011|94
10|10-8|250033|95
10|10-8|250034|96
10|10-8|250081|97
1|1-8|251911|0
1|1-8|251912|1
1|1-8|251913|2
1|1-8|251914|3
1|1-8|251915|4
1|1-8|251916|5
1|1-8|251917|6
1|1-8|251918|7
1|1-8|251919|8
1|1-8|251920|9
1|1-8|251818|10
1|1-8|251819|11
1|1-8|2518102|12
1|1-8|251821|13
1|1-8|251822|14
1|1-8|251823|15
1|1-8|251824|16
1|1-8|251825|17
1|1-8|251721|18
1|1-8|251722|19
1|1-8|251723|20
1|1-8|251724|21
1|1-8|251725|22
1|1-8|251726|23
1|1-8|251727|24
1|1-8|251728|25
1|1-8|251729|26
1|1-8|251730|27
1|1-8|251617|28
1|1-8|251618|29
1|1-8|251619|30
1|1-8|251659|31
1|1-8|251620|32
1|1-8|251660|33
1|1-8|251514|34
1|1-8|251515|35
1|1-8|2515102|36
1|1-8|251517|37
1|1-8|251518|38
1|1-8|251519|39
1|1-8|251523|40
1|1-8|251524|41
1|1-8|251525|42
1|1-8|251526|43
1|1-8|251527|44
1|1-8|251528|45
1|1-8|251541|46
1|1-7|251542|0
1|1-7|251529|1
1|1-7|251532|2
1|1-7|251533|3
1|1-7|251534|4
1|1-7|251535|5
1|1-7|251536|6
1|1-7|251537|7
1|1-7|251538|8
1|1-7|251551|9
1|1-7|251539|10
1|1-7|251543|11
1|1-7|251544|12
1|1-7|251611|13
1|1-7|251612|14
1|1-7|251613|15
1|1-7|251614|16
1|1-7|251616|17
1|1-7|251711|18
1|1-7|251712|19
1|1-7|251713|20
1|1-7|251714|21
1|1-7|251715|22
1|1-7|251716|23
1|1-7|251717|24
1|1-7|251718|25
1|1-7|251719|26
1|1-7|251720|27
1|1-7|251811|28
1|1-7|251812|29
1|1-7|251813|30
1|1-7|251814|31
1|1-7|251815|32
1|1-7|251816|33
1|1-7|251817|34
1|1-7|251826|35
1|1-7|251827|36
1|1-7|251828|37
1|1-7|251921|38
1|1-7|251922|39
1|1-7|251923|40
1|1-7|251924|41
1|1-7|251925|42
1|1-7|251926|43
1|1-7|251927|44
1|1-7|251928|45
1|1-7|251929|46
1|1-7|251930|47
1|1-6|251614|0
1|1-6|251616|1
1|1-6|251711|2
1|1-6|251712|3
1|1-6|251713|4
1|1-6|251714|5
1|1-6|251715|6
1|1-6|251716|7
1|1-6|251717|8
1|1-6|251718|9
1|1-6|251719|10
1|1-6|251720|11
1|1-6|251811|12
1|1-6|251812|13
1|1-6|251813|14
1|1-6|251814|15
1|1-6|251815|16
1|1-6|251816|17
1|1-6|251817|18
1|1-6|251826|19
1|1-6|251827|20
1|1-6|251828|21
1|1-6|251921|22
1|1-6|251922|23
1|1-6|251923|24
1|1-6|251924|25
1|1-6|251925|26
1|1-6|251926|27
1|1-6|251927|28
1|1-6|251928|29
1|1-6|251929|30
1|1-6|251930|31
1|1-6|250039|32
1|1-6|250040|33
1|1-6|250041|34
1|1-6|250042|35
1|1-6|250043|36
1|1-6|250011|37
1|1-6|250033|38
1|1-6|250034|39
1|1-6|2500410|40
1|1-6|250081|41
1|1-5|250028|0
1|1-5|250029|1
1|1-5|2500326|2
1|1-5|2500317|3
1|1-5|2500314|4
1|1-5|250014|5
1|1-5|250015|6
1|1-5|250016|7
1|1-5|250017|8
1|1-5|250018|9
1|1-5|251911|10
1|1-5|251912|11
1|1-5|251913|12
1|1-5|251914|13
1|1-5|251915|14
1|1-5|251916|15
1|1-5|251917|16
1|1-5|251918|17
1|1-5|251919|18
1|1-5|251920|19
1|1-5|251818|20
1|1-5|251819|21
1|1-5|2518102|22
1|1-5|251821|23
1|1-5|251822|24
1|1-5|251823|25
1|1-5|251824|26
1|1-5|251825|27
1|1-5|251721|28
1|1-5|251722|29
1|1-5|251723|30
1|1-5|251724|31
1|1-5|251725|32
1|1-5|251726|33
1|1-5|251727|34
