251525|Lawrence Hargrave Dr after Mountain Rd AUSTINMER|AUSTINMER|-34.310173|150.93213|0|1|41
251526|Lawrence Hargrave Dr near Kennedy Rd AUSTINMER|AUSTINMER|-34.308823|150.93279|0|4|41
2259279|Hue Hue Rd opp. Song Bird Ln JILLIBY|JILLIBY|-33.259254|151.39778|0|0|1
2259404|Hue Hue Rd at Jascaren Cl JILLIBY|JILLIBY|-33.25748|151.39742|0|0|1
2259651|Hue Hue Rd and St Johns Rd JILLIBY|JILLIBY|-33.250153|151.39801|0|0|1
250011|Keira St before Crown St WOLLONGONG|WOLLONGONG|-34.42449|150.89333|1|204|46
250015|Flinders St at Charlotte St WOLLONGONG|WOLLONGONG|-34.42052|150.89262|9|6|43
250014|Peter Taranto Real Estate Keira St WOLLONGONG|WOLLONGONG|-34.42263|150.89354|9|0|43
2259419|Sparks and Hue Hue Rd JILLIBY|JILLIBY|-33.22537|151.41689|0|0|1
2259418|Hue Hue Rd after Parkridge Dr JILLIBY|JILLIBY|-33.23117|151.40695|0|0|1
250018|Princes Hwy Near Achilles Av NORTH WOLLONGONG|NORTH WOLLONGONG|-34.412712|150.89244|23|7|38
250017|Princes Hwy near Bourke St WOLLONGONG|WOLLONGONG|-34.414585|150.89279|1|3|38
250016|Flinders St after Gipps St WOLLONGONG|WOLLONGONG|-34.416954|150.89244|7|3|38
2259860|Wyee Rd opp Murrawal Rd WYEE|WYEE|-33.182858|151.48778|0|0|1
2500410|Burelli St before Harbour St WOLLONGONG|WOLLONGONG|-34.427086|150.9009|0|1|39
251551|Thirroul Station Lawrence Hargrave Dr THIRROUL|THIRROUL|-34.31717|150.91881|33|9|38
2259627|Pacific Hwy at Johnson Rd TUGGERAH|TUGGERAH|-33.29494|151.4225|0|0|1
2259869|Pacific Hwy after South Tacoma Rd TUGGERAH|TUGGERAH|-33.2921|151.4236|0|0|1
2515102|Lawrence Hargrave Drive and Lachlan St THIRROUL|THIRROUL|-34.318558|150.91661|2|8|41
2259983|450-454 Hue Hue Rd JILLIBY|JILLIBY|-33.23806|151.40218|0|0|1
2500407|Gipps Rd Near Eastern St KEIRAVILLE|KEIRAVILLE|-34.415424|150.87866|1|0|9
2259441|Hue Hue Rd (Before Sandra St Opp.Buttonderry Wy) JILLIBY|JILLIBY|-33.22782|151.41174|0|0|1
2259320|Murrawah Rd near Wyee Rd WYEE|WYEE|-33.18637|151.49191|0|0|1
2259440|Sparks and Hue Hue Rd JILLIBY|JILLIBY|-33.225204|151.41737|0|0|1
251817|Stocklands Princes Hwy CORRIMAL|CORRIMAL|-34.373756|150.89691|71|27|40
251818|Ferrara Furniture Princes Hwy near Caldwell Av CORRIMAL|CORRIMAL|-34.38208|150.89531|5|11|41
251819|Princes Hwy at Angel St CORRIMAL|CORRIMAL|-34.37859|150.89633|3|6|41
2500314|Keira St after Crown St WOLLONGONG|WOLLONGONG|-34.424458|150.89316|199|1|43
250043|Keira St after Smith St WOLLONGONG|WOLLONGONG|-34.421833|150.89388|1|18|48
250042|Avis and Carlovers Princes Hwy WOLLONGONG|WOLLONGONG|-34.418655|150.89249|2|8|39
250041|Flinders St before Gipps St WOLLONGONG|WOLLONGONG|-34.416893|150.89264|1|2|39
2500317|Burelli St after Church St WOLLONGONG|WOLLONGONG|-34.426308|150.8944|40|0|38
250045|Piccadilly Shops Princes Hwy near Denison St WOLLONGONG|WOLLONGONG|-34.42591|150.88794|0|2|2
251813|Blairs Tyre Service and Bellambi Beach CORRIMAL|CORRIMAL|-34.36518|150.89865|10|3|40
251814|Fire Station and Anglican Church Princes Hwy CORRIMAL|CORRIMAL|-34.368385|150.89806|3|0|40
251815|Corrimal RSL Princes Hwy near Collins St CORRIMAL|CORRIMAL|-34.370533|150.89745|10|14|40
251816|Memorial Park Princes Hwy CORRIMAL|CORRIMAL|-34.37194|150.89722|36|30|40
251930|Princes Hwy before Woodhill St FAIRY MEADOW|FAIRY MEADOW|-34.404957|150.89099|6|12|40
251811|Bellambi Lane and Russel Vale Service Centre CORRIMAL|CORRIMAL|-34.361233|150.8994|2|0|40
251812|Blaas Autocraft Smash Repairs CORRIMAL|CORRIMAL|-34.36279|150.89912|11|1|40
2259693|138 Hue Hue Rd ALISON 2259|ALISON 2259|-33.264446|151.40169|0|0|1
251828|Health Sense Pharmacy Princes Hwy CORRIMAL|CORRIMAL|-34.38236|150.89537|15|11|40
250062|Robsons Rd near Keira Mine Rd KEIRAVILLE|KEIRAVILLE|-34.417885|150.86961|1|0|9
250061|Robsons Rd and Parsons St WEST WOLLONGONG|WEST WOLLONGONG|-34.420277|150.86911|0|0|9
251824|Princes Hwy after Robson St CORRIMAL|CORRIMAL|-34.365692|150.89839|0|8|41
251825|Princes Hwy opp Albert St CORRIMAL|CORRIMAL|-34.363052|150.8989|1|10|41
251826|Butcher Shop Princes Hwy near Thurston Cr CORRIMAL|CORRIMAL|-34.37596|150.89655|9|0|40
251827|Towncraft Princes Hwy near Thurston Cr CORRIMAL|CORRIMAL|-34.37931|150.89684|8|5|40
251821|National Bank Princes Hwy near Railway St CORRIMAL|CORRIMAL|-34.372856|150.89685|74|105|41
251822|Princes Hwy after Collins St CORRIMAL|CORRIMAL|-34.369785|150.89748|12|8|41
2259456|Bushells Ridge Rd opp CASAR Park BUSHELLS RIDGE|BUSHELLS RIDGE|-33.19244|151.46994|0|0|1
251823|St Columbkilles School Princes Hwy CORRIMAL|CORRIMAL|-34.368073|150.89793|3|7|41
2259421|Buttonderry Tip Hue Hue Rd JILLIBY|JILLIBY|-33.214035|151.42807|0|0|1
2259420|Lot Sparks Rd HALLORAN|HALLORAN|-33.23285|151.43245|0|0|1
251916|Princes Hwy opp Elliotts Rd FAIRY MEADOW|FAIRY MEADOW|-34.39362|150.8929|31|9|41
251917|Fairy Meadow Community Centre Princes Hwy FAIRY MEADOW|FAIRY MEADOW|-34.39177|150.8932|13|5|41
251918|Alminco Princes Hwy near Jardine St FAIRY MEADOW|FAIRY MEADOW|-34.387592|150.894|1|2|41
251919|Antiques Princes Hwy near Chapman St FAIRY MEADOW|FAIRY MEADOW|-34.386314|150.89427|2|2|41
251912|Princes Hwy after Mt Ousley Rd FAIRY MEADOW|FAIRY MEADOW|-34.40225|150.89122|1|5|41
2259429|Hue Hue Rd (After Bushells Ridge Rd) KIAR|KIAR|-33.20201|151.43542|0|0|1
250029|Burelli St after Harbour St WOLLONGONG|WOLLONGONG|-34.427307|150.90146|0|0|44
251913|Princes Hwy after McGrath St FAIRY MEADOW|FAIRY MEADOW|-34.400234|150.89172|9|0|41
250028|Wollongong Entertainment Centre Crown St WOLLONGONG|WOLLONGONG|-34.4264|150.9027|7|1|44
251914|Princes Hwy opp Townsend St FAIRY MEADOW|FAIRY MEADOW|-34.39821|150.89209|2|7|41
251915|Fraternity Bowling Club Princes Hwy FAIRY MEADOW|FAIRY MEADOW|-34.39608|150.89247|4|1|41
2259425|Glenlea Hue Rd near Palara Rd WYEE|WYEE|-33.17781|151.47745|0|0|1
232511|Rover Depot, Vincent St, CESSNOCK|CESSNOCK|-32.8407|151.35512|1|1|1
2259424|Hue Hue Rd after Wyee Farms Rd WYEE|WYEE|-33.18143|151.46582|0|0|1
2259423|Hue Hue Rd after Binbrook Rd WYEE|WYEE|-33.19085|151.44902|0|0|1
251911|Princes Hwy after Lysaght St FAIRY MEADOW|FAIRY MEADOW|-34.40523|150.8906|17|6|41
2259422|Hue Hue Rd (Opp.Bushells Ridge Rd) JILLIBY|JILLIBY|-33.201992|151.43524|0|0|1
251927|Princes Hwy after Townsend St FAIRY MEADOW|FAIRY MEADOW|-34.398605|150.8922|3|3|40
251928|Princes Hwy near Collaery Av FAIRY MEADOW|FAIRY MEADOW|-34.40015|150.89192|2|6|40
251929|Princes Hwy opp Mt Ousley Rd FAIRY MEADOW|FAIRY MEADOW|-34.402542|150.89146|3|2|40
250040|Princes Hwy after Bourke St NORTH WOLLONGONG|NORTH WOLLONGONG|-34.414417|150.89305|10|11|39
250033|Greater Union Cinemas Burelli St WOLLONGONG|WOLLONGONG|-34.426304|150.89531|0|24|46
250031|Opposite Greater Union Cinemas Burelli St WOLLONGONG|WOLLONGONG|-34.426468|150.89546|3|0|6
2325142|Vincent St at Edward St, CESSNOCK|CESSNOCK|-32.833267|151.35669|0|0|1
2500329|Crown St after Keira St WOLLONGONG|WOLLONGONG|-34.42513|150.89207|0|1|2
2325143|Cessnock City Council Vincent St, CESSNOCK|CESSNOCK|-32.835186|151.35634|0|0|1
2325145|Pedens Hotel Vincent St at Castlemaine St, CESSNOCK|CESSNOCK|-32.83915|151.35556|0|0|1
250034|Illawarra Performing Arts Centre WOLLONGONG|WOLLONGONG|-34.426727|150.89835|2|40|46
2500326|Wollongong City Council Burelli St WOLLONGONG|WOLLONGONG|-34.42695|150.8989|43|1|44
251923|Fairy Meadow Public School Princes Hwy FAIRY MEADOW|FAIRY MEADOW|-34.390606|150.89362|1|1|40
251924|Fairy Meadow Shops Princes Hwy FAIRY MEADOW|FAIRY MEADOW|-34.39205|150.89333|5|15|40
2259439|Buttonderry Tip Hue Hue Rd JILLIBY|JILLIBY|-33.214134|151.42825|0|0|1
251925|Princes Hwy before Elliotts Rd FAIRY MEADOW|FAIRY MEADOW|-34.393646|150.89307|3|20|40
250039|Princes Hwy after Ajax Av NORTH WOLLONGONG|NORTH WOLLONGONG|-34.41123|150.89265|4|19|39
2259438|Elp Bushells Ridge Rd KIAR|KIAR|-33.20287|151.45515|0|0|1
251926|Princes Hwy before Bourke St FAIRY MEADOW|FAIRY MEADOW|-34.395058|150.8928|10|3|40
2259316|Wyee Public School Wyee Rd WYEE|WYEE|-33.17586|151.48271|0|0|1
2259437|Overpass Bushells Ridge Rd KIAR|KIAR|-33.19382|151.46497|0|0|1
2259436|Bushells Ridge Rd BUSHELLS RIDGE|BUSHELLS RIDGE|-33.189922|151.48016|0|0|1
251920|Princes Hwy opposite Hope St FERNHILL|FERNHILL|-34.38446|150.8947|5|16|41
2259435|Wyee Rd at Boikonumba Rd WYEE|WYEE|-33.184303|151.4906|0|0|1
251921|Princes Hwy before Florence St TOWRADGI|TOWRADGI|-34.38553|150.8946|13|6|40
251922|Cabbage Tree Motor Park Princes Hwy FAIRY MEADOW|FAIRY MEADOW|-34.388756|150.89401|1|2|40
2259433|Jabberup Gorokan Rd near Gosford Rd WYEE|WYEE|-33.188484|151.48798|0|0|1
251619|Bulli Bowling Club BULLI|BULLI|-34.33161|150.91353|1|3|41
2500233|Rose St near Robsons Rd KEIRAVILLE|KEIRAVILLE|-34.417343|150.8701|0|0|5
2500232|Rose St near Grey St KEIRAVILLE|KEIRAVILLE|-34.417645|150.87125|0|2|5
2500231|William St near Akuna St KEIRAVILLE|KEIRAVILLE|-34.41708|150.87277|0|2|5
2500230|The Keg Liquorstop William St KEIRAVILLE|KEIRAVILLE|-34.415035|150.87317|3|3|5
2500237|Cochrane St near Robsons Rd WEST WOLLONGONG|WEST WOLLONGONG|-34.420837|150.86798|3|2|9
2500116|Weerona Collage Thorsby Dr near Denison St GWYNNEVILLE|GWYNNEVILLE|-34.420406|150.88722|0|0|5
2500236|Armstrong St near Cochrane St WEST WOLLONGONG|WEST WOLLONGONG|-34.4191|150.86615|0|0|9
251730|Bulli Fire Station Princes Hwy WOONONA|WOONONA|-34.33873|150.90889|6|6|41
2500235|Parsons St near Armstrong St WEST WOLLONGONG|WEST WOLLONGONG|-34.41849|150.86676|1|1|9
2500234|Parsons St near Robsons Rd WEST WOLLONGONG|WEST WOLLONGONG|-34.419884|150.86877|1|2|9
2500119|Crawford Av near Kiernan St GWYNNEVILLE|GWYNNEVILLE|-34.415955|150.88821|0|0|5
2500118|Gipps St near Foley St GWYNNEVILLE|GWYNNEVILLE|-34.41584|150.88556|0|0|5
2500117|Wiseman Park Bowling Club Foley St GWYNNEVILLE|GWYNNEVILLE|-34.417618|150.88487|1|0|5
251616|Bulli Flower and Gift Shop Princes Hwy BULLI|BULLI|-34.33752|150.91061|4|3|40
251617|Princes Hwy before Hospital Rd BULLI|BULLI|-34.337543|150.91035|4|6|41
251618|Bulli Hotel Princes Highway BULLI|BULLI|-34.33443|150.91315|2|20|41
251611|Bulli Public School BULLI|BULLI|-34.32674|150.91344|10|4|38
251612|Princes Hwy before Point St BULLI|BULLI|-34.32944|150.91388|8|4|38
251613|Bulli Bowling Club BULLI|BULLI|-34.331886|150.91364|4|0|38
251614|Police and Community Youth Club Princes Hwy BULLI|BULLI|-34.334637|150.91331|18|1|40
2259253|Hue Hue Rd opp. Brolga Way JILLIBY|JILLIBY|-33.254948|151.39722|0|0|1
2259252|Hue Hue Rd before Parkridge Dr JILLIBY|JILLIBY|-33.23232|151.40631|0|0|1
251620|Bulli Public School Princes Hwy BULLI|BULLI|-34.32705|150.91321|3|5|41
2500344|Gipps rd near John st KEIRAVILLE|KEIRAVILLE|-34.415047|150.87584|0|0|9
2325241|Vincent St at Hall St, CESSNOCK|CESSNOCK|-32.83713|151.35594|0|0|1
2500229|Gipps Rd near John St KEIRAVILLE|KEIRAVILLE|-34.4153|150.8768|3|2|5
2500228|Gipps Rd at Berkeley Rd GWYNNEVILLE|GWYNNEVILLE|-34.41602|150.88147|0|0|5
251718|Rixons Pass Rd Princes Hwy WOONONA|WOONONA|-34.353523|150.90225|7|1|40
251719|Princes Hwy near Collaery Rd RUSSELL VALE|RUSSELL VALE|-34.355167|150.9009|5|2|40
250071|Robsons Rd near Keira Mine Rd KEIRAVILLE|KEIRAVILLE|-34.41789|150.86977|0|0|7
250070|Robsons Rd near Gipps Rd KEIRAVILLE|KEIRAVILLE|-34.413498|150.87065|0|0|2
250066|University of Wollongong Northfields Av - Stand F KEIRAVILLE|KEIRAVILLE|-34.408157|150.87843|0|0|2
250069|Robsons Rd after Murphys Av KEIRAVILLE|KEIRAVILLE|-34.411613|150.87108|1|0|2
250068|Robsons Rd near Murphys Av KEIRAVILLE|KEIRAVILLE|-34.40969|150.87148|0|0|2
250067|Northfields Av near Robsons Rd KEIRAVILLE|KEIRAVILLE|-34.40738|150.87224|0|0|2
251714|Woonona RSL Princes Hwy near Nicholson Rd WOONONA|WOONONA|-34.343803|150.90446|10|1|40
251715|Purely Mechanical Auto Repairs and Windmill Motel WOONONA|WOONONA|-34.346794|150.90405|17|4|40
251716|Princes Hwy near Hale St WOONONA|WOONONA|-34.34894|150.90413|11|2|40
251717|Hollymount Park Princes Hwy near Stanhope St WOONONA|WOONONA|-34.350826|150.90303|7|2|40
251711|Northern Automotive and Bulli Fire Station WOONONA|WOONONA|-34.33913|150.90866|3|1|40
251712|Woonona Shops Princes Hwy after Russell St WOONONA|WOONONA|-34.341125|150.90678|66|14|40
251713|Princes Hwy after Campbell St WOONONA|WOONONA|-34.342598|150.90518|23|6|40
2259353|Sparks Rd opp. Jack Grant Av HALLORAN|HALLORAN|-33.236504|151.4363|0|0|1
251729|Strachan Park Princes Hwy WOONONA|WOONONA|-34.341263|150.90639|12|62|41
2259350|Sparks Rd before M1 Ramp North JILLIBY|JILLIBY|-33.227303|151.42036|0|0|1
2325226|Ferguson St at Knox St, ABERNETHY|ABERNETHY|-32.880077|151.39735|0|0|1
2500123|Porter St opp University Av NORTH WOLLONGONG|NORTH WOLLONGONG|-34.412468|150.88773|0|0|5
2500121|Crawford Av near Porter St NORTH WOLLONGONG|NORTH WOLLONGONG|-34.412815|150.88992|1|0|5
250081|Crown St after Harbour St WOLLONGONG|WOLLONGONG|-34.4262|150.9026|0|4|46
2500120|Crawford Av near Mountview Av GWYNNEVILLE|GWYNNEVILLE|-34.41495|150.88884|0|0|5
2500127|Gwynneville Shops Gipps Rd near Vickery St GWYNNEVILLE|GWYNNEVILLE|-34.416218|150.88303|0|1|5
2500126|Foley St near Catherine St GWYNNEVILLE|GWYNNEVILLE|-34.41533|150.88548|0|0|5
251720|Princes Hwy opp Broker St RUSSELL VALE|RUSSELL VALE|-34.35944|150.9001|9|2|40
2500124|Foley St near Hillview Av GWYNNEVILLE|GWYNNEVILLE|-34.4127|150.88602|0|0|5
251725|Princes Hwy near Hale St WOONONA|WOONONA|-34.349033|150.9039|2|9|41
251726|Purely Mechanical Auto Repairs and Windmill Motel WOONONA|WOONONA|-34.346516|150.90392|4|13|41
251727|Woonona RSL Princes Hwy near Nicholson Rd WOONONA|WOONONA|-34.34408|150.90428|3|7|41
251728|Princes Hwy before Popes Rd WOONONA|WOONONA|-34.342728|150.9048|5|36|41
251721|Southern Mines Rescue Princes Hwy RUSSELL VALE|RUSSELL VALE|-34.35922|150.90002|1|12|41
251722|Woonona Mitsubishi Princes Hwy near Collaery Rd RUSSELL VALE|RUSSELL VALE|-34.355694|150.90039|1|9|41
251723|Rixons Pass Rd Princes Hwy RUSSELL VALE|RUSSELL VALE|-34.353294|150.90211|1|5|41
251724|Hollymount Park Princes Hwy near Stanhope St WOONONA|WOONONA|-34.350704|150.9029|2|4|41
